split,label_text,new_file_path,binary_label,shape
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2257.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1055.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2793.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3183.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2484.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2960.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3172.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1635.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2944.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1152.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2741.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3113.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2480.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1648.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2155.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2598.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1264.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1192.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1442.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3067.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3185.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1189.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1351.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2356.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1174.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2976.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2965.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1526.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1652.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2797.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2602.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3109.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3149.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1557.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2620.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1220.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1277.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1177.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1484.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_3270.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1850.jpg,1,512x1000
test,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/AMD/amd_test_1086.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1976.jpg,1,512x1000
val,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/AMD/amd_val_1243.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_1869.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2639.jpg,1,512x1000
train,AMD,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/AMD/amd_train_2751.jpg,1,512x1000
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2934.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2360.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1291.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1257.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1051.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2571.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1528.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_3290.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1048.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2248.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_3268.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1996.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1126.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2021.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1212.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1218.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2399.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2270.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1601.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1966.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1748.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1921.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1188.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1323.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1826.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1258.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_3130.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1224.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2003.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1107.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2637.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1681.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1206.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1989.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1880.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1633.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2849.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2010.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1384.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1898.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2916.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1196.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2389.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2232.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1151.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1085.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1024.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1162.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2892.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1984.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2240.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1688.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2947.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2220.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1559.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1791.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1177.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1225.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2661.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1495.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1279.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2722.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2224.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1244.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2780.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1321.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1102.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2244.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2820.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2506.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1718.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2887.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2978.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1311.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1160.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1426.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1204.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2796.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1612.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2867.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1393.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2100.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_3022.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1252.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2458.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2205.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2088.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2831.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_3038.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1538.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2007.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2317.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1026.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1992.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_3256.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2373.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1828.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1090.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1311.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2635.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1223.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2078.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1053.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1434.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1651.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2019.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1120.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2540.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1058.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_3284.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1207.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1003.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1348.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2620.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2101.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2332.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1735.jpg,1,512x512
test,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/test/DME/dme_test_1097.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2818.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1188.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1972.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1758.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1549.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1158.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2605.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1623.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1209.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1190.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_3031.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_1899.jpg,1,512x512
val,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/val/DME/dme_val_1059.jpg,1,512x512
train,DME,/media/miglab/DATA_20TB1/OCT/archive/RetinalOCT_Dataset/RetinalOCT_Dataset/train/DME/dme_train_2881.jpg,1,512x512
